album_name,track_title,track_n,lyric,line
Red (Deluxe Edition),Starlight,15,And I said Oh my what a marvelous tune,13
Red (Deluxe Edition),Starlight,15,It was the best night never would forget how we moved,14
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,15
Red (Deluxe Edition),Starlight,15,And we were dancing dancing,16
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,17
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,18
Red (Deluxe Edition),Starlight,15,He said Look at you,19
Red (Deluxe Edition),Starlight,15,Worrying so much about things you cant change,20
Red (Deluxe Edition),Starlight,15,Youll spend your whole life singing the blues,21
Red (Deluxe Edition),Starlight,15,If you keep thinking that way,22
Red (Deluxe Edition),Starlight,15,He was trying to skip rocks on the ocean saying to me,23
Red (Deluxe Edition),Starlight,15,Dont you see the starlight starlight,24
Red (Deluxe Edition),Starlight,15,Dont you dream impossible things,25
Red (Deluxe Edition),Starlight,15,Joeboy Sip Alcohol Official Lyrics  Meaning  Verified,26
Red (Deluxe Edition),Starlight,15,Like Oh my what a marvelous tune,27
Red (Deluxe Edition),Starlight,15,It was the best night never would forget how we moved,28
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,29
Red (Deluxe Edition),Starlight,15,And we were dancing dancing,30
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,31
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,32
Red (Deluxe Edition),Starlight,15,Ooh ooh hes talking crazy,33
Red (Deluxe Edition),Starlight,15,Ooh ooh dancing with me,34
Red (Deluxe Edition),Starlight,15,Ooh ooh we could get married,35
Red (Deluxe Edition),Starlight,15,Have ten kids and teach em how to dream,36
Red (Deluxe Edition),Starlight,15,Oh my what a marvelous tune,37
Red (Deluxe Edition),Starlight,15,It was the best night never would forget how we moved,38
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,39
Red (Deluxe Edition),Starlight,15,And we were dancing dancing,40
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,41
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,42
Red (Deluxe Edition),Starlight,15,Like were made of starlight starlight,43
Red (Deluxe Edition),Starlight,15,Like we dream impossible dreams,44
Red (Deluxe Edition),Starlight,15,Like starlight starlight,45
Red (Deluxe Edition),Starlight,15,Like we dream impossible dreams,46
Red (Deluxe Edition),Starlight,15,Dont you see the starlight starlight,47
Red (Deluxe Edition),Starlight,15,Dont you dream impossible things,48
Red (Deluxe Edition),Begin Again,16,Took a deep breath in the mirror,1
Red (Deluxe Edition),Begin Again,16,He didnt like it when I wore high heels but I do,2
Red (Deluxe Edition),Begin Again,16,Turn the lock and put my headphones on,3
Red (Deluxe Edition),Begin Again,16,He always said he didnt get this song but I do I do,4
Red (Deluxe Edition),Begin Again,16,Walked in expecting youd be late,5
Red (Deluxe Edition),Begin Again,16,But you got here early and you stand and wave,6
Red (Deluxe Edition),Begin Again,16,I walk to you,7
Red (Deluxe Edition),Begin Again,16,You pull my chair out and help me in,8
Red (Deluxe Edition),Begin Again,16,And you dont know how nice that is but I do,9
Red (Deluxe Edition),Begin Again,16,And you throw your head back laughing like a little kid,10
Red (Deluxe Edition),Begin Again,16,I think its strange that you think Im funny cause he never did,11
Red (Deluxe Edition),Begin Again,16,Ive been spending the last eight months,12
Red (Deluxe Edition),Begin Again,16,Thinking all love ever does is break and burn and end,13
Red (Deluxe Edition),Begin Again,16,But on a Wednesday in a café I watched it begin again,14
Red (Deluxe Edition),Begin Again,16,You said you never met one girl who,15
Red (Deluxe Edition),Begin Again,16,Had as many James Taylor records as you but I do,16
Red (Deluxe Edition),Begin Again,16,We tell stories and you dont know why,17
Red (Deluxe Edition),Begin Again,16,Im coming off a little shy but I do,18
Red (Deluxe Edition),Begin Again,16,But you throw your head back laughing like a little kid,19
Red (Deluxe Edition),Begin Again,16,I think its strange that you think Im funny cause he never did,20
Red (Deluxe Edition),Begin Again,16,Ive been spending the last eight months,21
Red (Deluxe Edition),Begin Again,16,Thinking all love ever does is break and burn and end,22
Red (Deluxe Edition),Begin Again,16,But on a Wednesday in a café I watched it begin again,23
Red (Deluxe Edition),Begin Again,16,And we walked down the block to my car,24
Red (Deluxe Edition),Begin Again,16,And I almost brought him up,25
Red (Deluxe Edition),Begin Again,16,But you start to talk about the movies,26
Red (Deluxe Edition),Begin Again,16,That your family watches every single Christmas,27
Red (Deluxe Edition),Begin Again,16,And I want to talk about that,28
Red (Deluxe Edition),Begin Again,16,And for the first time whats past is past,29
Red (Deluxe Edition),Begin Again,16,Cause you throw your head back laughing like a little kid,30
Red (Deluxe Edition),Begin Again,16,I think its strange that you think Im funny cause he never did,31
Red (Deluxe Edition),Begin Again,16,Ive been spending the last eight months,32
Red (Deluxe Edition),Begin Again,16,Thinking all love ever does is break and burn and end,33
Red (Deluxe Edition),Begin Again,16,But on a Wednesday in a café I watched it begin again,34
Red (Deluxe Edition),Begin Again,16,But on a Wednesday in a café I watched it begin again,35
Red (Deluxe Edition),The Moment I Knew,17,You shouldve been there,1
Red (Deluxe Edition),The Moment I Knew,17,Shouldve burst through the door,2
Red (Deluxe Edition),The Moment I Knew,17,With that Baby Im right here smile,3
Red (Deluxe Edition),The Moment I Knew,17,And it wouldve felt like,4
Red (Deluxe Edition),The Moment I Knew,17,A million little shining stars had just aligned,5
Red (Deluxe Edition),The Moment I Knew,17,And I wouldve been so happy,6
Red (Deluxe Edition),The Moment I Knew,17,Christmas lights glisten,7
Red (Deluxe Edition),The Moment I Knew,17,Ive got my eye on the door,8
Red (Deluxe Edition),The Moment I Knew,17,Just waiting for you to walk in,9
Red (Deluxe Edition),The Moment I Knew,17,But the time is ticking,10
Red (Deluxe Edition),The Moment I Knew,17,People ask me how Ive been,11
Red (Deluxe Edition),The Moment I Knew,17,As I comb back through my memory,12
Red (Deluxe Edition),The Moment I Knew,17,How you said youd be here,13
Red (Deluxe Edition),The Moment I Knew,17,You said youd be here,14
Red (Deluxe Edition),The Moment I Knew,17,And it was like slow motion,15
Red (Deluxe Edition),The Moment I Knew,17,Standing there in my party dress,16
Red (Deluxe Edition),The Moment I Knew,17,In red lipstick,17
Red (Deluxe Edition),The Moment I Knew,17,With no one to impress,18
Red (Deluxe Edition),The Moment I Knew,17,And theyre all laughing,19
Red (Deluxe Edition),The Moment I Knew,17,As Im looking around the room,20
Red (Deluxe Edition),The Moment I Knew,17,But there was one thing missing,21
Red (Deluxe Edition),The Moment I Knew,17,And that was the moment I knew,22
Red (Deluxe Edition),The Moment I Knew,17,And the hours pass by,23
Red (Deluxe Edition),The Moment I Knew,17,Now I just wanna be alone,24
Red (Deluxe Edition),The Moment I Knew,17,But your close friends always seem to know,25
Red (Deluxe Edition),The Moment I Knew,17,When theres something really wrong,26
Red (Deluxe Edition),The Moment I Knew,17,So they follow me down the hall,27
Red (Deluxe Edition),The Moment I Knew,17,And there in the bathroom,28
Red (Deluxe Edition),The Moment I Knew,17,I try not to fall apart,29
Red (Deluxe Edition),The Moment I Knew,17,And the sinking feeling starts,30
Red (Deluxe Edition),The Moment I Knew,17,As I say hopelessly,31
Red (Deluxe Edition),The Moment I Knew,17,He said hed be here,32
Red (Deluxe Edition),The Moment I Knew,17,And it was like slow motion,33
Red (Deluxe Edition),The Moment I Knew,17,Standing there in my party dress,34
Red (Deluxe Edition),The Moment I Knew,17,In red lipstick,35
Red (Deluxe Edition),The Moment I Knew,17,With no one to impress,36
Red (Deluxe Edition),The Moment I Knew,17,And theyre all laughing,37
Red (Deluxe Edition),The Moment I Knew,17,And asking me about you,38
Red (Deluxe Edition),The Moment I Knew,17,But there was one thing missing missing,39
Red (Deluxe Edition),The Moment I Knew,17,And that was the moment I knew,40
Red (Deluxe Edition),The Moment I Knew,17,What do you say,41
Red (Deluxe Edition),The Moment I Knew,17,When tears are streaming down your face,42
Red (Deluxe Edition),The Moment I Knew,17,In front of everyone you know,43
Red (Deluxe Edition),The Moment I Knew,17,And what do you do,44
Red (Deluxe Edition),The Moment I Knew,17,When the one who means the most to you,45
Red (Deluxe Edition),The Moment I Knew,17,Is the one who didnt show,46
Red (Deluxe Edition),The Moment I Knew,17,You shouldve been here,47
Red (Deluxe Edition),The Moment I Knew,17,And I wouldve been so happy,48
Red (Deluxe Edition),The Moment I Knew,17,And it was like slow motion,49
Red (Deluxe Edition),The Moment I Knew,17,Standing there in my party dress,50
Red (Deluxe Edition),The Moment I Knew,17,In red lipstick,51
Red (Deluxe Edition),The Moment I Knew,17,With no one to impress,52
Red (Deluxe Edition),The Moment I Knew,17,And theyre all standing around me singing,53
Red (Deluxe Edition),The Moment I Knew,17,Happy birthday to you,54
Red (Deluxe Edition),The Moment I Knew,17,But there was one thing missing,55
Red (Deluxe Edition),The Moment I Knew,17,And that was the moment I knew,56
Red (Deluxe Edition),The Moment I Knew,17,Ohohohohohohoh I knew,57
Red (Deluxe Edition),The Moment I Knew,17,Ohohohohohohoh,58
Red (Deluxe Edition),The Moment I Knew,17,You called me later,59
Red (Deluxe Edition),The Moment I Knew,17,And said Im sorry I didnt make it,60
Red (Deluxe Edition),The Moment I Knew,17,And I said Im sorry too,61
Red (Deluxe Edition),The Moment I Knew,17,And that was the moment I knew,62
Red (Deluxe Edition),Come Back... Be Here,18,You said it in a simple way,1
Red (Deluxe Edition),Come Back... Be Here,18,4 AM the second day,2
Red (Deluxe Edition),Come Back... Be Here,18,How strange that I dont know you at all,3
Red (Deluxe Edition),Come Back... Be Here,18,Stumbled through the long goodbye,4
Red (Deluxe Edition),Come Back... Be Here,18,One last kiss then catch your flight,5
Red (Deluxe Edition),Come Back... Be Here,18,Right when I was just about to fall,6
Red (Deluxe Edition),Come Back... Be Here,18,I told myself dont get attached,7
Red (Deluxe Edition),Come Back... Be Here,18,But in my mind I play it back,8
Red (Deluxe Edition),Come Back... Be Here,18,Spinning faster than the plane that took you,9
Red (Deluxe Edition),Come Back... Be Here,18,And this is when the feeling sinks in,10
Red (Deluxe Edition),Come Back... Be Here,18,I dont wanna miss you like this,11
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here come back be here,12
Red (Deluxe Edition),Come Back... Be Here,18,I guess youre in New York today,13
Red (Deluxe Edition),Come Back... Be Here,18,I dont wanna need you this way,14
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here come back be here,15
Red (Deluxe Edition),Come Back... Be Here,18,The delicate beginning rush,16
Red (Deluxe Edition),Come Back... Be Here,18,The feeling you can know so much,17
Red (Deluxe Edition),Come Back... Be Here,18,Without knowing anything at all,18
Red (Deluxe Edition),Come Back... Be Here,18,And now that I can put this down,19
Red (Deluxe Edition),Come Back... Be Here,18,If I had known what I know now,20
Red (Deluxe Edition),Come Back... Be Here,18,I never wouldve played so nonchalant,21
Red (Deluxe Edition),Come Back... Be Here,18,Taxi cabs and busy streets,22
Red (Deluxe Edition),Come Back... Be Here,18,That never bring you back to me,23
Red (Deluxe Edition),Come Back... Be Here,18,I cant help but wish you took me with you,24
Red (Deluxe Edition),Come Back... Be Here,18,And this is when the feeling sinks in,25
Red (Deluxe Edition),Come Back... Be Here,18,I dont wanna miss you like this,26
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here come back be here,27
Red (Deluxe Edition),Come Back... Be Here,18,I guess youre in London today,28
Red (Deluxe Edition),Come Back... Be Here,18,And I dont wanna need you this way,29
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here come back be here,30
Red (Deluxe Edition),Come Back... Be Here,18,This is falling in love in the cruelest way,31
Red (Deluxe Edition),Come Back... Be Here,18,This is falling for you when you are worlds away,32
Red (Deluxe Edition),Come Back... Be Here,18,In New York be here,33
Red (Deluxe Edition),Come Back... Be Here,18,But youre in London and I break down,34
Red (Deluxe Edition),Come Back... Be Here,18,Cause its not fair that youre not around,35
Red (Deluxe Edition),Come Back... Be Here,18,This is when the feeling sinks in,36
Red (Deluxe Edition),Come Back... Be Here,18,I dont wanna miss you like this,37
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here come back be here,38
Red (Deluxe Edition),Come Back... Be Here,18,I guess youre in New York today,39
Red (Deluxe Edition),Come Back... Be Here,18,And I dont wanna need you this way,40
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here come back be here,41
Red (Deluxe Edition),Come Back... Be Here,18,Ohoh ohoh,42
Red (Deluxe Edition),Come Back... Be Here,18,I dont wanna miss you like this,43
Red (Deluxe Edition),Come Back... Be Here,18,Ohoh ohoh,44
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here,45
Red (Deluxe Edition),Come Back... Be Here,18,Come back be here,46
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,1
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that ahah,2
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,3
Red (Deluxe Edition),Girl at Home,19,And everybody knows that,4
Red (Deluxe Edition),Girl at Home,19,I dont even know her,5
Red (Deluxe Edition),Girl at Home,19,But I feel a responsibility to do whats upstanding and right,6
Red (Deluxe Edition),Girl at Home,19,Its kinda like a code yeah,7
Red (Deluxe Edition),Girl at Home,19,And youve been getting closer and closer,8
Red (Deluxe Edition),Girl at Home,19,And crossing so many lines,9
Red (Deluxe Edition),Girl at Home,19,And it would be a fine proposition,10
Red (Deluxe Edition),Girl at Home,19,If I was a stupid girl,11
Red (Deluxe Edition),Girl at Home,19,But honey I am no ones exception,12
Red (Deluxe Edition),Girl at Home,19,This I have previously learned,13
Red (Deluxe Edition),Girl at Home,19,So dont look at me you got a girl at home,14
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that ahah,15
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,16
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,17
Red (Deluxe Edition),Girl at Home,19,I see you turn off your phone,18
Red (Deluxe Edition),Girl at Home,19,And now youve got me alone and I say,19
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,20
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,21
Red (Deluxe Edition),Girl at Home,19,I just want to make sure,22
Red (Deluxe Edition),Girl at Home,19,You understand perfectly,23
Red (Deluxe Edition),Girl at Home,19,Youre the kind of man who makes me sad,24
Red (Deluxe Edition),Girl at Home,19,While she waits up you chase down the newest thing,25
Red (Deluxe Edition),Girl at Home,19,And take for granted what you have,26
Red (Deluxe Edition),Girl at Home,19,And it would be a fine proposition,27
Red (Deluxe Edition),Girl at Home,19,If I was a stupid girl,28
Red (Deluxe Edition),Girl at Home,19,And yeah I might go with it,29
Red (Deluxe Edition),Girl at Home,19,If I hadnt once been just like her,30
Red (Deluxe Edition),Girl at Home,19,So dont look at me you got a girl at home,31
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that ahah,32
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,33
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,34
Red (Deluxe Edition),Girl at Home,19,I see you turn off your phone,35
Red (Deluxe Edition),Girl at Home,19,And now youve got me alone and I say,36
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,37
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,38
Red (Deluxe Edition),Girl at Home,19,Ohohoh ohohoh,39
Red (Deluxe Edition),Girl at Home,19,Ohohoh ohohoh,40
Red (Deluxe Edition),Girl at Home,19,Call a cab lose my number,41
Red (Deluxe Edition),Girl at Home,19,Youre about to lose your girl,42
Red (Deluxe Edition),Girl at Home,19,Call a cab lose my number,43
Red (Deluxe Edition),Girl at Home,19,Lets consider this lesson learned,44
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,45
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that ahah,46
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,47
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,48
Red (Deluxe Edition),Girl at Home,19,Want to see you pick up your phone,49
Red (Deluxe Edition),Girl at Home,19,And tell her youre coming home,50
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,51
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,52
Red (Deluxe Edition),Girl at Home,19,Dont look at me you got a girl at home,53
Red (Deluxe Edition),Girl at Home,19,And everybody knows that everybody knows that,54
Red (Deluxe Edition),Girl at Home,19,It would be a fine proposition,55
Red (Deluxe Edition),Girl at Home,19,If I hadnt once been just like her,56
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Put your lips close to mine,1
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,As long as they don’t touch,2
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Out of focus eye to eye,3
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Till the gravity’s too much,4
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I’ll do anything you say,5
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,If you say it with your hands,6
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I’d be smart to walk away,7
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,But you’re quicksand,8
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This slope is treacherous,9
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This path is reckless,10
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This slope is treacherous,11
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I I I like it,12
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I can’t decide if it’s a choice,13
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Getting swept away,14
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I hear the sound of my own voice,15
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Asking you to stay,16
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And all we are is skin and bone,17
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Trained to get along,18
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Forever going with the flow,19
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,But you’re friction,20
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This slope is treacherous,21
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This path is reckless,22
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This slope is treacherous,23
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I I I like it,24
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Two headlights shine through the sleepless night,25
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I will get you get you alone,26
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Your name has echoed through my mind,27
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I just think you should,28
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Think you should know,29
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,That nothing safe is worth the drive,30
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I would follow you follow you home,31
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I’ll follow you follow you home,32
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This hope is treacherous,33
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This daydream is dangerous,34
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This hope is treacherous,35
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I I I,36
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I I I,37
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I I I,38
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Two headlights shine through the sleepless night,39
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I will get you get you alone,40
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Your name has echoed through my mind,41
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I just think you should,42
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,Think you should know,43
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,That nothing safe is worth the drive,44
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,And I would follow you follow you home,45
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I’ll follow you follow you home,46
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I’ll follow you follow you home,47
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I’ll follow you follow you home,48
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I’ll follow you follow you home,49
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,This slope is treacherous,50
Red (Deluxe Edition),Treacherous (Original Demo Recording),20,I I I like it,51
Red (Deluxe Edition),Red (Original Demo Recording),21,Loving him is like,1
Red (Deluxe Edition),Red (Original Demo Recording),21,Driving a new Maserati down a dead end street,2
Red (Deluxe Edition),Red (Original Demo Recording),21,Faster than the wind passionate as sin ending so suddenly,3
Red (Deluxe Edition),Red (Original Demo Recording),21,Loving him is like,4
Red (Deluxe Edition),Red (Original Demo Recording),21,Trying to change your mind once youre already flying through the freefall,5
Red (Deluxe Edition),Red (Original Demo Recording),21,Like the colors in autumn,6
Red (Deluxe Edition),Red (Original Demo Recording),21,So bright just before they lose it all,7
Red (Deluxe Edition),Red (Original Demo Recording),21,Losing him was blue like Id never known,8
Red (Deluxe Edition),Red (Original Demo Recording),21,Missing him was dark grey all alone,9
Red (Deluxe Edition),Red (Original Demo Recording),21,Forgetting him was like trying to know somebody youve never met,10
Red (Deluxe Edition),Red (Original Demo Recording),21,But loving him was red,11
Red (Deluxe Edition),Red (Original Demo Recording),21,Loving him was red,12
Red (Deluxe Edition),Red (Original Demo Recording),21,Touching him was like,13
Red (Deluxe Edition),Red (Original Demo Recording),21,Realizing all you ever wanted was right there in front of you,14
Red (Deluxe Edition),Red (Original Demo Recording),21,Memorizing him was as,15
Red (Deluxe Edition),Red (Original Demo Recording),21,Easy as knowing all the words to your old favorite song,16
Red (Deluxe Edition),Red (Original Demo Recording),21,Fighting with him was like,17
Red (Deluxe Edition),Red (Original Demo Recording),21,Trying to solve a crossword and realizing theres no right answer,18
Red (Deluxe Edition),Red (Original Demo Recording),21,Regretting him was like,19
Red (Deluxe Edition),Red (Original Demo Recording),21,Wishing you never found out that love could be that strong,20
Red (Deluxe Edition),Red (Original Demo Recording),21,Losing him was blue like Id never known,21
Red (Deluxe Edition),Red (Original Demo Recording),21,Missing him was dark grey all alone,22
Red (Deluxe Edition),Red (Original Demo Recording),21,Forgetting him was like trying to know somebody youve never met,23
Red (Deluxe Edition),Red (Original Demo Recording),21,But loving him was red,24
Red (Deluxe Edition),Red (Original Demo Recording),21,Oh red,25
Red (Deluxe Edition),Red (Original Demo Recording),21,Burning red,26
Red (Deluxe Edition),Red (Original Demo Recording),21,Remembering him comes in flashbacks and echoes,27
Red (Deluxe Edition),Red (Original Demo Recording),21,Tell myself its time now gotta let go,28
Red (Deluxe Edition),Red (Original Demo Recording),21,But moving on from him is impossible,29
Red (Deluxe Edition),Red (Original Demo Recording),21,When I still see it all in my head,30
Red (Deluxe Edition),Red (Original Demo Recording),21,In burning red,31
Red (Deluxe Edition),Red (Original Demo Recording),21,Burning it was red,32
Red (Deluxe Edition),Red (Original Demo Recording),21,Losing him was blue like Id never known,33
Red (Deluxe Edition),Red (Original Demo Recording),21,Missing him was dark grey all alone,34
Red (Deluxe Edition),Red (Original Demo Recording),21,Forgetting him was like trying to know somebody you never met,35
Red (Deluxe Edition),Red (Original Demo Recording),21,Cause loving him was red,36
Red (Deluxe Edition),Red (Original Demo Recording),21,Yeah yeah red,37
Red (Deluxe Edition),Red (Original Demo Recording),21,Were burning red,38
Red (Deluxe Edition),Red (Original Demo Recording),21,And thats why hes spinning round in my head,39
Red (Deluxe Edition),Red (Original Demo Recording),21,Burning red burning red,40
Red (Deluxe Edition),Red (Original Demo Recording),21,His love was like,41
Red (Deluxe Edition),Red (Original Demo Recording),21,Driving a new Maserati down a dead end street,42
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Im walking fast through the traffic lights,1
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Busy streets and busy lives,2
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And all we know is touch and go,3
Red (Deluxe Edition),State of Grace (Acoustic Version),22,We are alone with our changing minds,4
Red (Deluxe Edition),State of Grace (Acoustic Version),22,We fall in love till it hurts or bleeds or fades in time,5
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I never saw you coming,6
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I’ll never be the same,7
Red (Deluxe Edition),State of Grace (Acoustic Version),22,You come around and the armor falls,8
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Pierce the room like a cannon ball,9
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Now all we know is don’t let go,10
Red (Deluxe Edition),State of Grace (Acoustic Version),22,We are alone just you and me,11
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Up in your room and our slates are clean,12
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Just twin fire signs four blue eyes,13
Red (Deluxe Edition),State of Grace (Acoustic Version),22,So you were never a saint,14
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And Ive loved in shades of wrong,15
Red (Deluxe Edition),State of Grace (Acoustic Version),22,We learn to live with the pain,16
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Mosaic broken hearts,17
Red (Deluxe Edition),State of Grace (Acoustic Version),22,But this love is brave and wild,18
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I never saw you coming,19
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I’ll never be the same,20
Red (Deluxe Edition),State of Grace (Acoustic Version),22,This is a state of grace,21
Red (Deluxe Edition),State of Grace (Acoustic Version),22,This is the worthwhile fight,22
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Love is a ruthless game,23
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Unless you play it good and right,24
Red (Deluxe Edition),State of Grace (Acoustic Version),22,These are the hands of fate,25
Red (Deluxe Edition),State of Grace (Acoustic Version),22,You’re my Achilles heel,26
Red (Deluxe Edition),State of Grace (Acoustic Version),22,This is the golden age of something good,27
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And right and real,28
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I never saw you coming,29
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I’ll never be the same,30
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I never saw you coming,31
Red (Deluxe Edition),State of Grace (Acoustic Version),22,And I’ll never be the same,32
Red (Deluxe Edition),State of Grace (Acoustic Version),22,This is a state of grace,33
Red (Deluxe Edition),State of Grace (Acoustic Version),22,This is a worthwhile fight,34
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Love is a ruthless game,35
Red (Deluxe Edition),State of Grace (Acoustic Version),22,Unless you play it good and right,36
1989 (Deluxe),Welcome to New York,1,Walking through a crowd the village is aglow,1
1989 (Deluxe),Welcome to New York,1,Kaleidoscope of loud heartbeats under coats,2
1989 (Deluxe),Welcome to New York,1,Everybody here wanted something more,3
1989 (Deluxe),Welcome to New York,1,Searching for a sound we hadnt heard before,4
1989 (Deluxe),Welcome to New York,1,And it said,5
1989 (Deluxe),Welcome to New York,1,Welcome to New York its been waiting for you,6
1989 (Deluxe),Welcome to New York,1,Welcome to New York welcome to New York,7
1989 (Deluxe),Welcome to New York,1,Welcome to New York its been waiting for you,8
1989 (Deluxe),Welcome to New York,1,Welcome to New York welcome to New York,9
1989 (Deluxe),Welcome to New York,1,Its a new soundtrack I could dance to this beat beat forevermore,10
1989 (Deluxe),Welcome to New York,1,The lights are so bright but they never blind me me,11
1989 (Deluxe),Welcome to New York,1,Welcome to New York its been waiting for you,12
1989 (Deluxe),Welcome to New York,1,Welcome to New York welcome to New York,13
